Day of Data Escala de Tempo 1 CE Simp 4,Data Escala de Tempo 1 CE Simp 4,Período Exibido CE Simp 4,Subsistema,Selecione Tipo de CE Simp 4
"September 30, 2020",9/30/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1037.940743
"October 1, 2020",10/1/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1059.313761
"October 2, 2020",10/2/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1079.415297
"October 3, 2020",10/3/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,988.20724
"October 4, 2020",10/4/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,861.297455
"October 5, 2020",10/5/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1003.622569
"October 6, 2020",10/6/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1059.974496
"October 7, 2020",10/7/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1078.084864
"October 8, 2020",10/8/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1051.163316
"October 9, 2020",10/9/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1014.301979
"October 10, 2020",10/10/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,902.818349
"October 11, 2020",10/11/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,774.059681
"October 12, 2020",10/12/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,796.945536
"October 13, 2020",10/13/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,942.837814
"October 14, 2020",10/14/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1008.500751
"October 15, 2020",10/15/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,965.063819
"October 16, 2020",10/16/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,930.663749
"October 17, 2020",10/17/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,851.342023
"October 18, 2020",10/18/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,775.53851
"October 19, 2020",10/19/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,900.672673
"October 20, 2020",10/20/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,943.389707
"October 21, 2020",10/21/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,952.497898
"October 22, 2020",10/22/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,946.39717
"October 23, 2020",10/23/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,937.185631
"October 24, 2020",10/24/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,871.55952
"October 25, 2020",10/25/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,776.834565
"October 26, 2020",10/26/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,893.488004
"October 27, 2020",10/27/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,938.77591
"October 28, 2020",10/28/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,975.820414
"October 29, 2020",10/29/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,984.079526
"October 30, 2020",10/30/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,932.459827
"October 31, 2020",10/31/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,807.948232
"November 1, 2020",11/1/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,707.632403
"November 2, 2020",11/2/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,723.930641
"November 3, 2020",11/3/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,851.540253
"November 4, 2020",11/4/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,878.388759
"November 5, 2020",11/5/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,894.69549
"November 6, 2020",11/6/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,911.025675
"November 7, 2020",11/7/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,862.451894
"November 8, 2020",11/8/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,783.921342
"November 9, 2020",11/9/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,932.931879
"November 10, 2020",11/10/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,951.97696
"November 11, 2020",11/11/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,968.9671
"November 12, 2020",11/12/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,948.012186
"November 13, 2020",11/13/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,962.224615
"November 14, 2020",11/14/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,891.735632
"November 15, 2020",11/15/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,813.917001
"November 16, 2020",11/16/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,969.345004
"November 17, 2020",11/17/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,977.726862
"November 18, 2020",11/18/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,939.765078
"November 19, 2020",11/19/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,913.377624
"November 20, 2020",11/20/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,863.326521
"November 21, 2020",11/21/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,827.353763
"November 22, 2020",11/22/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,773.77834
"November 23, 2020",11/23/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,917.599763
"November 24, 2020",11/24/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,957.369706
"November 25, 2020",11/25/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,980.22741
"November 26, 2020",11/26/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1000.917986
"November 27, 2020",11/27/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1016.331413
"November 28, 2020",11/28/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,954.014401
"November 29, 2020",11/29/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,876.770637
"November 30, 2020",11/30/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1027.507914
"December 1, 2020",12/1/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1037.504972
"December 2, 2020",12/2/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1029.434826
"December 3, 2020",12/3/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1038.69279
"December 4, 2020",12/4/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1045.643844
"December 5, 2020",12/5/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,954.225948
"December 6, 2020",12/6/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,820.847117
"December 7, 2020",12/7/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,937.257372
"December 8, 2020",12/8/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,959.454403
"December 9, 2020",12/9/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,969.110309
"December 10, 2020",12/10/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,952.712867
"December 11, 2020",12/11/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,956.998865
"December 12, 2020",12/12/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,904.692116
"December 13, 2020",12/13/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,833.37716
"December 14, 2020",12/14/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,983.310062
"December 15, 2020",12/15/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1021.976367
"December 16, 2020",12/16/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1034.856118
"December 17, 2020",12/17/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1031.772846
"December 18, 2020",12/18/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1035.80023
"December 19, 2020",12/19/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,969.652564
"December 20, 2020",12/20/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,902.662152
"December 21, 2020",12/21/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1025.115459
"December 22, 2020",12/22/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,991.744099
"December 23, 2020",12/23/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,935.037692
"December 24, 2020",12/24/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,842.556724
"December 25, 2020",12/25/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,725.786326
"December 26, 2020",12/26/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,789.892057
"December 27, 2020",12/27/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,785.102744
"December 28, 2020",12/28/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,891.502852
"December 29, 2020",12/29/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,926.80029
"December 30, 2020",12/30/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,938.046144
"December 31, 2020",12/31/2020 12:00:00 AM,Dia,Sudeste/Centro-Oeste,882.080686
"January 1, 2021",1/1/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,778.079039
"January 2, 2021",1/2/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,812.376498
"January 3, 2021",1/3/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,784.189436
"January 4, 2021",1/4/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,916.627172
"January 5, 2021",1/5/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,982.955593
"January 6, 2021",1/6/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1025.030819
"January 7, 2021",1/7/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1024.975431
"January 8, 2021",1/8/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1024.438397
"January 9, 2021",1/9/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,962.921305
"January 10, 2021",1/10/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,884.883521
"January 11, 2021",1/11/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1022.979101
"January 12, 2021",1/12/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1044.337828
"January 13, 2021",1/13/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1039.242838
"January 14, 2021",1/14/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1018.546406
"January 15, 2021",1/15/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1001.052423
"January 16, 2021",1/16/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,930.372535
"January 17, 2021",1/17/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,864.880648
"January 18, 2021",1/18/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1014.544117
"January 19, 2021",1/19/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1032.849726
"January 20, 2021",1/20/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1031.227995
"January 21, 2021",1/21/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1045.166648
"January 22, 2021",1/22/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1042.271858
"January 23, 2021",1/23/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,966.616014
"January 24, 2021",1/24/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,890.358774
"January 25, 2021",1/25/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1015.052041
"January 26, 2021",1/26/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1055.141035
"January 27, 2021",1/27/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1077.005876
"January 28, 2021",1/28/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1085.843911
"January 29, 2021",1/29/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1090.75561
"January 30, 2021",1/30/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1018.457131
"January 31, 2021",1/31/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,941.754101
"February 1, 2021",2/1/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1075.885799
"February 2, 2021",2/2/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1091.444503
"February 3, 2021",2/3/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1095.639246
"February 4, 2021",2/4/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1115.78068
"February 5, 2021",2/5/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1068.284832
"February 6, 2021",2/6/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,923.184613
"February 7, 2021",2/7/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,817.44797
"February 8, 2021",2/8/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,937.289872
"February 9, 2021",2/9/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,964.111745
"February 10, 2021",2/10/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,981.227643
"February 11, 2021",2/11/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,991.883355
"February 12, 2021",2/12/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,978.313127
"February 13, 2021",2/13/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,903.775739
"February 14, 2021",2/14/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,831.666846
"February 15, 2021",2/15/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,940.632666
"February 16, 2021",2/16/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,965.313805
"February 17, 2021",2/17/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1000.485003
"February 18, 2021",2/18/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1011.120487
"February 19, 2021",2/19/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1021.746709
"February 20, 2021",2/20/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,952.598105
"February 21, 2021",2/21/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,873.176225
"February 22, 2021",2/22/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1012.548254
"February 23, 2021",2/23/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1037.165318
"February 24, 2021",2/24/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1046.304748
"February 25, 2021",2/25/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1024.358482
"February 26, 2021",2/26/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1004.593815
"February 27, 2021",2/27/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,913.391521
"February 28, 2021",2/28/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,832.265891
"March 1, 2021",3/1/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,972.748435
"March 2, 2021",3/2/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1019.890467
"March 3, 2021",3/3/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1042.136608
"March 4, 2021",3/4/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1051.69699
"March 5, 2021",3/5/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1038.510061
"March 6, 2021",3/6/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,951.153079
"March 7, 2021",3/7/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,853.997784
"March 8, 2021",3/8/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,973.916992
"March 9, 2021",3/9/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,995.836473
"March 10, 2021",3/10/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1000.737941
"March 11, 2021",3/11/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1022.574711
"March 12, 2021",3/12/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1040.362039
"March 13, 2021",3/13/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,962.54389
"March 14, 2021",3/14/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,889.243466
"March 15, 2021",3/15/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1022.554883
"March 16, 2021",3/16/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1046.78988
"March 17, 2021",3/17/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1048.876059
"March 18, 2021",3/18/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1041.142703
"March 19, 2021",3/19/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1031.339802
"March 20, 2021",3/20/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,961.750854
"March 21, 2021",3/21/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,897.992619
"March 22, 2021",3/22/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1043.250259
"March 23, 2021",3/23/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1065.60431
"March 24, 2021",3/24/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1074.642317
"March 25, 2021",3/25/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1074.467128
"March 26, 2021",3/26/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1070.002742
"March 27, 2021",3/27/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1003.512338
"March 28, 2021",3/28/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,928.878997
"March 29, 2021",3/29/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1052.907014
"March 30, 2021",3/30/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1045.056394
"March 31, 2021",3/31/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,1008.40736
"April 1, 2021",4/1/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,964.994097
"April 2, 2021",4/2/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,870.758208
"April 3, 2021",4/3/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,876.889929
"April 4, 2021",4/4/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,834.753131
"April 5, 2021",4/5/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,968.062079
"April 6, 2021",4/6/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,981.285443
"April 7, 2021",4/7/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,970.60948
"April 8, 2021",4/8/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,965.085998
"April 9, 2021",4/9/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,974.742074
"April 10, 2021",4/10/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,912.844475
"April 11, 2021",4/11/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,839.172033
"April 12, 2021",4/12/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,984.490506
"April 13, 2021",4/13/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,987.801283
"April 14, 2021",4/14/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,969.679545
"April 15, 2021",4/15/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,972.846691
"April 16, 2021",4/16/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,977.571996
"April 17, 2021",4/17/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,906.577411
"April 18, 2021",4/18/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,831.081664
"April 19, 2021",4/19/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,941.387651
"April 20, 2021",4/20/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,939.502614
"April 21, 2021",4/21/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,886.168239
"April 22, 2021",4/22/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,927.412211
"April 23, 2021",4/23/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,928.296858
"April 24, 2021",4/24/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,882.42105
"April 25, 2021",4/25/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,816.929621
"April 26, 2021",4/26/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,951.876276
"April 27, 2021",4/27/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,967.028872
"April 28, 2021",4/28/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,964.546293
"April 29, 2021",4/29/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,950.294261
"April 30, 2021",4/30/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,933.922536
"May 1, 2021",5/1/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,827.924856
"May 2, 2021",5/2/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,788.367995
"May 3, 2021",5/3/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,919.674897
"May 4, 2021",5/4/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,953.204141
"May 5, 2021",5/5/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,967.834519
"May 6, 2021",5/6/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,976.738675
"May 7, 2021",5/7/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,955.734813
"May 8, 2021",5/8/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,876.483258
"May 9, 2021",5/9/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,783.88961
"May 10, 2021",5/10/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,922.037939
"May 11, 2021",5/11/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,944.817225
"May 12, 2021",5/12/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,956.688854
"May 13, 2021",5/13/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,943.367422
"May 14, 2021",5/14/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,943.868004
"May 15, 2021",5/15/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,885.059901
"May 16, 2021",5/16/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,808.010595
"May 17, 2021",5/17/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,932.053733
"May 18, 2021",5/18/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,948.689183
"May 19, 2021",5/19/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,947.940047
"May 20, 2021",5/20/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,951.731896
"May 21, 2021",5/21/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,968.389627
"May 22, 2021",5/22/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,905.723085
"May 23, 2021",5/23/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,832.216554
"May 24, 2021",5/24/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,924.71193
"May 25, 2021",5/25/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,929.418381
"May 26, 2021",5/26/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,944.590895
"May 27, 2021",5/27/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,963.252357
"May 28, 2021",5/28/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,975.579786
"May 29, 2021",5/29/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,930.434976
"May 30, 2021",5/30/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,841.162036
"May 31, 2021",5/31/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,938.3631
"June 1, 2021",6/1/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,939.644185
"June 2, 2021",6/2/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,946.908846
"June 3, 2021",6/3/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,900.950937
"June 4, 2021",6/4/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,923.13533
"June 5, 2021",6/5/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,871.972813
"June 6, 2021",6/6/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,813.487961
"June 7, 2021",6/7/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,935.892741
"June 8, 2021",6/8/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,957.401111
"June 9, 2021",6/9/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,964.793629
"June 10, 2021",6/10/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,968.656635
"June 11, 2021",6/11/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,972.639057
"June 12, 2021",6/12/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,880.875715
"June 13, 2021",6/13/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,785.882546
"June 14, 2021",6/14/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,900.945649
"June 15, 2021",6/15/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,919.618233
"June 16, 2021",6/16/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,921.408777
"June 17, 2021",6/17/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,919.812013
"June 18, 2021",6/18/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,917.777615
"June 19, 2021",6/19/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,862.044256
"June 20, 2021",6/20/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,791.75539
"June 21, 2021",6/21/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,904.064067
"June 22, 2021",6/22/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,930.891527
"June 23, 2021",6/23/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,932.851814
"June 24, 2021",6/24/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,925.582374
"June 25, 2021",6/25/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,933.204736
"June 26, 2021",6/26/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,873.781497
"June 27, 2021",6/27/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,799.254544
"June 28, 2021",6/28/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,899.449952
"June 29, 2021",6/29/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,898.032514
"June 30, 2021",6/30/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,876.534037
"July 1, 2021",7/1/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,874.096807
"July 2, 2021",7/2/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,888.790383
"July 3, 2021",7/3/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,830.548226
"July 4, 2021",7/4/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,767.154335
"July 5, 2021",7/5/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,876.970182
"July 6, 2021",7/6/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,898.971765
"July 7, 2021",7/7/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,904.884952
"July 8, 2021",7/8/2021 12:00:00 AM,Dia,Sudeste/Centro-Oeste,905.575438
